"","uniqueLoc","lon","lat","type","loctype","address","north","south","east","west","locality","administrative_area_level_1","country","street_number","route"
"2616","Menifee, Kentucky",-83.59887,37.94138,"null","approximate","Menifee, Kentucky",38.0205078125,37.8211746216,-83.4444198608,-83.7678604126,NA,NA,"USA",NA,NA
"2617","De Soto, Louisiana",-92.180689,30.235874,"street_address","rooftop","De Soto, Louisiana",30.236874,30.234874,-92.179689,-92.181689,"Duson","LA","United States","101","D St"
"2618","Richland, Louisiana",-91.69512,29.78632,"locality","approximate","Richland, Louisiana",NA,NA,NA,NA,"Richland, LA, US",NA,"USA",NA,NA
"2619","Branch, Michigan",-85.980028,43.967633,"locality","rooftop","Branch, Michigan",43.968633,43.966633,-85.979028,-85.981028,"Branch","MI","United States",NA,NA
"2620","Charlevoix, Michigan",-85.2584,45.31806,"locality","approximate","Charlevoix, Michigan",45.3659324646,45.2641487122,-85.1701126099,-85.3363037109,"Charlevoix, MI, US",NA,"USA",NA,NA
"2621","Mason, Michigan",-84.460273,42.574335,"locality","rooftop","Mason, Michigan",42.575335,42.573335,-84.459273,-84.461273,"Mason","MI","United States",NA,NA
"2622","Ontonagon, Michigan",-89.334696,46.73807,"locality","rooftop","Ontonagon, Michigan",46.73907,46.73707,-89.333696,-89.335696,"Ontonagon","MI","United States",NA,NA
"2623","Kittson, Minnesota",-96.78285,48.77663,"null","approximate","Kittson, Minnesota",49.0176925659,48.5311584473,-96.3495407104,-97.2478866577,NA,NA,"USA",NA,NA
"2624","Murray, Minnesota",-93.220998,44.07445,"street_address","rooftop","Murray, Minnesota",44.07545,44.07345,-93.219998,-93.221998,"Owatonna","MN","United States","301","Murray St"
"2625","Christian, Missouri",-93.18885,36.96957,"null","approximate","Christian, Missouri",37.1183052063,36.7998008728,-92.9400405884,-93.5620346069,NA,NA,"USA",NA,NA
"2626","Dallas, Missouri",-94.60301,38.93973,"locality","approximate","Dallas, Missouri",38.9384025333657,38.9273656030501,-94.5966718921495,-94.6166893750395,"Dallas, MO, US",NA,"USA",NA,NA
"2627","Henry, Missouri",-94.55818,38.00136,"null","approximate","Henry, Missouri",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2628","Lewis, Missouri",-93.743646,38.367806,"locality","rooftop","Lewis, Missouri",38.368806,38.366806,-93.742646,-93.744646,"Clinton","MO","United States",NA,NA
"2629","Linn, Missouri",-91.787954,38.497711,"locality","rooftop","Linn, Missouri",38.498711,38.496711,-91.786954,-91.788954,"Linn","MO","United States",NA,NA
"2630","Miller, Missouri",-93.847381,37.229699,"locality","rooftop","Miller, Missouri",37.230699,37.228699,-93.846381,-93.848381,"Miller","MO","United States",NA,NA
"2631","New Madrid, Missouri",-89.52785,36.58645,"locality","rooftop","New Madrid, Missouri",36.58745,36.58545,-89.52685,-89.52885,"New Madrid","MO","United States",NA,NA
"2632","Ozark, Missouri",-93.20602,37.02089,"locality","rooftop","Ozark, Missouri",37.02189,37.01989,-93.20502,-93.20702,"Ozark","MO","United States",NA,NA
"2633","Polk, Missouri",-93.29936,37.7292,"locality","rooftop","Polk, Missouri",37.7302,37.7282,-93.29836,-93.30036,"Polk","MO","United States",NA,NA
"2634","St. Clair, Missouri",-92.13626,37.770205,"street_address","rooftop","St. Clair, Missouri",37.771205,37.769205,-92.13526,-92.13726,"Fort Leonard Wood","MO","United States","2","Collier St"
"2635","Calhoun, Mississippi",-89.151726,32.267646,"locality","rooftop","Calhoun, Mississippi",32.268646,32.266646,-89.150726,-89.152726,"Newton","MS","United States",NA,NA
"2636","Franklin, Mississippi",-91.09816,31.42156,"locality","approximate","Franklin, Mississippi",NA,NA,NA,NA,"Franklin, MS, US",NA,"USA",NA,NA
"2637","Fergus, Montana",-109.389662,47.389175,"locality","rooftop","Fergus, Montana",47.390175,47.388175,-109.388662,-109.390662,"Hilger","MT","United States",NA,NA
"2638","Gallatin, Montana",-111.17035,45.54049,"null","approximate","Gallatin, Montana",46.107837677,44.4847488403,-110.784080505,-111.779022217,NA,NA,"USA",NA,NA
"2639","Ravalli, Montana",-114.16585,47.27982,"locality","rooftop","Ravalli, Montana",47.28082,47.27882,-114.16485,-114.16685,"Ravalli","MT","United States",NA,NA
"2640","Sanders, Montana",-107.09672,46.29138,"locality","rooftop","Sanders, Montana",46.29238,46.29038,-107.09572,-107.09772,"Sanders","MT","United States",NA,NA
"2641","Treasure, Montana",-107.2717,46.21147,"null","approximate","Treasure, Montana",46.3469276428,46.1413497925,-107.017822266,-107.483413696,NA,NA,"USA",NA,NA
"2642","Richardson, Nebraska",-95.907718,40.707742,"locality","rooftop","Richardson, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
"2643","Sheridan, Nebraska",-96.15578,40.103466,"street_address","rooftop","Sheridan, Nebraska",40.104466,40.102466,-96.15478,-96.15678,"Pawnee City","NE","United States","101","Sheridan St"
"2644","Thayer, Nebraska",-97.497273,40.968624,"locality","rooftop","Thayer, Nebraska",40.969624,40.967624,-97.496273,-97.498273,"Waco","NE","United States",NA,NA
"2645","Graham, North Carolina",-79.347527,35.972114,"locality","rooftop","Graham, North Carolina",35.973114,35.971114,-79.346527,-79.348527,"Graham","NC","United States",NA,NA
"2646","Walsh, North Dakota",-97.72137,48.36946,"null","approximate","Walsh, North Dakota",48.5500221252,48.1758155823,-97.1463470459,-98.2367401123,NA,NA,"USA",NA,NA
"2647","San Miguel, New Mexico",-105.450845,35.364489,"locality","rooftop","San Miguel, New Mexico",35.365489,35.363489,-105.449845,-105.451845,"Ribera","NM","United States",NA,NA
"2648","Lewis, New York",-73.56569,44.27505,"locality","rooftop","Lewis, New York",44.27605,44.27405,-73.56469,-73.56669,"Lewis","NY","United States",NA,NA
"2649","Auglaize, Ohio",-84.22174,40.56091,"null","approximate","Auglaize, Ohio",40.6932067871,40.3750267029,-83.8694534302,-84.4443511963,NA,NA,"USA",NA,NA
"2650","Monroe, Ohio",-84.374549,39.448492,"locality","rooftop","Monroe, Ohio",39.449492,39.447492,-84.373549,-84.375549,"Monroe","OH","United States",NA,NA
"2651","Sherman, Oregon",-120.68932,45.40521,"null","approximate","Sherman, Oregon",45.7574043274,45.141708374,-120.446205139,-121.033546448,NA,NA,"USA",NA,NA
"2652","Montour, Pennsylvania",-77.469171,39.735599,"street_address","rooftop","Montour, Pennsylvania",39.736599,39.734599,-77.468171,-77.470171,"Waynesboro","PA","United States","12301","Monterey Cir"
"2653","Bristol, Rhodes Island",158.57556,-7.72102,"null","approximate","Bristol, Rhodes Island",NA,NA,NA,NA,NA,NA,"Solomon Islands",NA,NA
"2654","Brown, South Dakota",-98.35161,45.58972,"null","approximate","Brown, South Dakota",45.9373779297,45.2632865906,-97.9805374146,-98.7088775635,NA,NA,"USA",NA,NA
"2655","Union, Tennessee",-84.422152,35.902298,"locality","rooftop","Union, Tennessee",35.903298,35.901298,-84.421152,-84.423152,"Kingston","TN","United States",NA,NA
"2656","Real, Texas",-96.5886,32.75405,"street_address","rooftop","Real, Texas",32.75505,32.75305,-96.5876,-96.5896,"Mesquite","TX","United States","901","Cll Real"
"2657","Duchesne, Utah",-110.31321,40.193815,"locality","rooftop","Duchesne, Utah",40.194815,40.192815,-110.31221,-110.31421,"Duchesne","UT","United States",NA,NA
"2658","Millard, Utah",-111.83688,40.62161,"locality","approximate","Millard, Utah",40.6247673035,40.6200942993,-111.831031799,-111.836959839,"Millard, UT, US",NA,"USA",NA,NA
"2659","Clarke, Virginia",-77.99673,39.11226,"null","approximate","Clarke, Virginia",39.2727851868,38.9896697998,-77.8160476685,-78.1457519531,NA,NA,"USA",NA,NA
"2660","Rutland, Vermont",-72.93586,43.630346,"locality","rooftop","Rutland, Vermont",43.631346,43.629346,-72.93486,-72.93686,"Rutland","VT","United States",NA,NA
"2661","Windsor, Vermont",-72.418059,43.5181,"locality","rooftop","Windsor, Vermont",43.5191,43.5171,-72.417059,-72.419059,"Windsor","VT","United States",NA,NA
"2662","Buffalo, Wisconsin",-89.782152,44.421444,"street_address","rooftop","Buffalo, Wisconsin",44.422444,44.420444,-89.781152,-89.783152,"Wisconsin Rapids","WI","United States","101","Buffalo St"
"2663","Crawford, Wisconsin",-89.306854,43.500166,"street_address","rooftop","Crawford, Wisconsin",43.501166,43.499166,-89.305854,-89.307854,"Wyocena","WI","United States","101","Crawford Dr"
"2664","Price, Wisconsin",-91.054597,44.581628,"locality","rooftop","Price, Wisconsin",44.582628,44.580628,-91.053597,-91.055597,"Fairchild","WI","United States",NA,NA
"2665","Bristol Bay, Alaska",-159.80806,57.32639,"null","approximate","Bristol Bay, Alaska",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2666","Cherokee, Alabama",-87.90624,34.733866,"locality","rooftop","Cherokee, Alabama",34.734866,34.732866,-87.90524,-87.90724,"Cherokee","AL","United States",NA,NA
"2667","Lincoln, Colorado",-105.18562,38.435789,"street_address","rooftop","Lincoln, Colorado",38.436789,38.434789,-105.18462,-105.18662,"Canon City","CO","United States","301","Lincoln St"
"2668","Mineral, Colorado",-106.92409,37.669,"null","approximate","Mineral, Colorado",38.0303497314,37.409286499,-106.679023743,-107.227592468,NA,NA,"USA",NA,NA
"2669","Bleckley, Georgia",-85.018627,31.501178,"street_address","rooftop","Bleckley, Georgia",31.502178,31.500178,-85.017627,-85.019627,"Fort Gaines","GA","United States","200","Blakely Hwy"
"2670","Fayette, Georgia",-84.49419,33.41394,"null","approximate","Fayette, Georgia",33.5528411865,33.2570648193,-84.3511352539,-84.6331176758,NA,NA,"USA",NA,NA
"2671","Morgan, Georgia",-84.611559,31.53796,"locality","rooftop","Morgan, Georgia",31.53896,31.53696,-84.610559,-84.612559,"Morgan","GA","United States",NA,NA
"2672","Taliaferro, Georgia",-82.87876,33.56609,"null","approximate","Taliaferro, Georgia",33.5875587463,33.4847183228,-82.7532730103,-82.9940719604,NA,NA,"USA",NA,NA
"2673","White, Georgia",-84.753929,34.264331,"locality","rooftop","White, Georgia",34.265331,34.263331,-84.752929,-84.754929,"White","GA","United States",NA,NA
"2674","Crawford, Iowa",-91.551283,41.20951,"locality","rooftop","Crawford, Iowa",41.21051,41.20851,-91.550283,-91.552283,"Crawfordsville","IA","United States",NA,NA
"2675","Plymouth, Iowa",-93.082854,43.234199,"locality","rooftop","Plymouth, Iowa",43.235199,43.233199,-93.081854,-93.083854,"Plymouth","IA","United States",NA,NA
"2676","Teton, Idaho",-111.650418,43.890665,"locality","rooftop","Teton, Idaho",43.891665,43.889665,-111.649418,-111.651418,"Teton","ID","United States",NA,NA
"2677","Shelby, Illinois",-88.80554,39.39116,"null","approximate","Shelby, Illinois",39.6314163208,39.1954650879,-88.473197937,-89.1660766602,NA,NA,"USA",NA,NA
"2678","Brown, Indiana",-87.096109,39.894925,"street_address","rooftop","Brown, Indiana",39.895925,39.893925,-87.095109,-87.097109,"Waveland","IN","United States","8801","Byron Ln"
"2679","Hancock, Indiana",-85.77324,39.82355,"null","approximate","Hancock, Indiana",39.9620666504,39.676410675,-85.5742263794,-85.9983978271,NA,NA,"USA",NA,NA
"2680","Parke, Indiana",-86.94731,39.027841,"street_address","rooftop","Parke, Indiana",39.028841,39.026841,-86.94631,-86.94831,"Bloomfield","IN","United States","101","Park Ln"
"2681","Union, Indiana",-87.434741,38.465325,"locality","rooftop","Union, Indiana",38.466325,38.464325,-87.433741,-87.435741,"Hazleton","IN","United States",NA,NA
"2682","Anderson, Kansas",-95.29333,38.2142,"null","approximate","Anderson, Kansas",38.3888320923,38.038608551,-95.0873565674,-95.5129928589,NA,NA,"USA",NA,NA
"2683","Marion, Kansas",-96.965255,38.284561,"locality","rooftop","Marion, Kansas",38.285561,38.283561,-96.964255,-96.966255,"Marion","KS","United States",NA,NA
"2684","Russell, Kansas",-96.61974,37.8153,"locality","rooftop","Russell, Kansas",37.8163,37.8143,-96.61874,-96.62074,"Rosalia","KS","United States",NA,NA
"2685","Woodson, Kansas",-95.74017,37.88667,"null","approximate","Woodson, Kansas",38.039100647,37.7191314697,-95.5286026001,-95.9796524048,NA,NA,"USA",NA,NA
"2686","Bracken, Kentucky",-84.09019,38.68881,"null","approximate","Bracken, Kentucky",38.7988967896,38.6091880798,-83.958366394,-84.1710586548,NA,NA,"USA",NA,NA
"2687","Carlisle, Kentucky",-83.994865,38.334059,"locality","rooftop","Carlisle, Kentucky",38.335059,38.333059,-83.993865,-83.995865,"Carlisle","KY","United States",NA,NA
"2688","Red River, Louisiana",-91.7479,31.01935,"null","approximate","Red River, Louisiana",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2689","Schoolcraft, Michigan",-85.63778,42.11421,"locality","approximate","Schoolcraft, Michigan",42.1557044983,42.0928649902,-85.5789718628,-85.6617736816,"Schoolcraft, MI, US",NA,"USA",NA,NA
"2690","Renville, Minnesota",-95.240065,44.760675,"locality","rooftop","Renville, Minnesota",44.761675,44.759675,-95.239065,-95.241065,"Renville","MN","United States",NA,NA
"2691","Wabasha, Minnesota",-92.087925,44.3579,"locality","rooftop","Wabasha, Minnesota",44.3589,44.3569,-92.086925,-92.088925,"Wabasha","MN","United States",NA,NA
"2692","Warren, Missouri",-91.756551,39.773654,"locality","rooftop","Warren, Missouri",39.774654,39.772654,-91.755551,-91.757551,"Monroe City","MO","United States",NA,NA
"2693","Washington, Missouri",-94.156899,40.426941,"locality","rooftop","Washington, Missouri",40.427941,40.425941,-94.155899,-94.157899,"Martinsville","MO","United States",NA,NA
"2694","Stone, Mississippi",-90.166947,33.516439,"street_address","rooftop","Stone, Mississippi",33.517439,33.515439,-90.165947,-90.167947,"Greenwood","MS","United States","101","Stone Ave"
"2695","Box Butte, Nebraska",-96.387537,40.703286,"street_address","rooftop","Box Butte, Nebraska",40.704286,40.702286,-96.386537,-96.388537,"Palmyra","NE","United States","101","Bc St"
"2696","Cherry, Nebraska",-95.866559,40.689277,"street_address","rooftop","Cherry, Nebraska",40.690277,40.688277,-95.865559,-95.867559,"Nebraska City","NE","United States","101","Cherry Cir"
"2697","Seward, Nebraska",-97.101341,40.91582,"locality","rooftop","Seward, Nebraska",40.91682,40.91482,-97.100341,-97.102341,"Seward","NE","United States",NA,NA
"2698","Dunn, North Dakota",-102.61824,47.35675,"null","approximate","Dunn, North Dakota",47.7245445251,46.998752594,-102.184585571,-103.087463379,NA,NA,"USA",NA,NA
"2699","Griggs, North Dakota",-99.166264,48.708992,"street_address","rooftop","Griggs, North Dakota",48.709992,48.707992,-99.165264,-99.167264,"Egeland","ND","United States","8938","Crocus Rd"
"2700","McHenry, North Dakota",-98.59149,47.57611,"locality","rooftop","McHenry, North Dakota",47.57711,47.57511,-98.59049,-98.59249,"McHenry","ND","United States",NA,NA
"2701","Madison, Ohio",-81.073247,41.781467,"locality","rooftop","Madison, Ohio",41.782467,41.780467,-81.072247,-81.074247,"Madison","OH","United States",NA,NA
"2702","Major, Oklahoma",-97.568708,35.573689,"street_address","rooftop","Major, Oklahoma",35.574689,35.572689,-97.567708,-97.569708,"Oklahoma City","OK","United States","10201","Major Ave"
"2703","Beadle, South Dakota",-99.595667,45.469377,"locality","rooftop","Beadle, South Dakota",45.470377,45.468377,-99.594667,-99.596667,"Bowdle","SD","United States",NA,NA
"2704","Clay, South Dakota",-103.609615,43.77025,"street_address","rooftop","Clay, South Dakota",43.77125,43.76925,-103.608615,-103.610615,"Custer","SD","United States","2","Clay St"
"2705","Jackson, South Dakota",-98.15031,44.15418,"null","approximate","Jackson, South Dakota",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2706","Schleicher, Texas",-100.53855,30.89745,"null","approximate","Schleicher, Texas",30.9892349243,30.7158641815,-100.473320007,-100.85723877,NA,NA,"USA",NA,NA
"2707","Highland, Virginia",-80.67868,37.16485,"locality","approximate","Highland, Virginia",NA,NA,NA,NA,"Highland, VA, US",NA,"USA",NA,NA
"2708","Wrangell-Petersburg, Alaska",-132.95556,56.8125,"locality","approximate","Wrangell-Petersburg, Alaska",56.8473777771,56.7642021179,-132.912246704,-133.0103302,"Petersburg, AK, US",NA,"USA",NA,NA
"2709","Atkinson, Georgia",-81.852612,31.223281,"locality","rooftop","Atkinson, Georgia",31.224281,31.222281,-81.851612,-81.853612,"Hortense","GA","United States",NA,NA
"2710","Hart, Georgia",-84.449939,31.759044,"street_address","rooftop","Hart, Georgia",31.760044,31.758044,-84.448939,-84.450939,"Dawson","GA","United States","683","Herod Hwy"
"2711","Montgomery, Georgia",-81.122054,31.940491,"locality","rooftop","Montgomery, Georgia",31.941491,31.939491,-81.121054,-81.123054,"Savannah","GA","United States",NA,NA
"2712","Oconee, Georgia",-82.94987,32.85543,"locality","rooftop","Oconee, Georgia",32.85643,32.85443,-82.94887,-82.95087,"Oconee","GA","United States",NA,NA
"2713","Twiggs, Georgia",-83.42708,32.6672,"null","approximate","Twiggs, Georgia",32.7890052795,32.5068664551,-83.28074646,-83.5727767944,NA,NA,"USA",NA,NA
"2714","Webster, Georgia",-84.55105,32.04665,"null","approximate","Webster, Georgia",32.0677375793,31.9253578186,-84.4216918945,-84.6623840332,NA,NA,"USA",NA,NA
"2715","Keokuk, Iowa",-91.38126,40.3906,"locality","rooftop","Keokuk, Iowa",40.3916,40.3896,-91.38026,-91.38226,"Keokuk","IA","United States",NA,NA
"2716","Washington, Iowa",-91.751808,41.31663,"locality","rooftop","Washington, Iowa",41.31763,41.31563,-91.750808,-91.752808,"Washington","IA","United States",NA,NA
"2717","Calhoun, Illinois",-88.047886,38.65,"locality","rooftop","Calhoun, Illinois",38.651,38.649,-88.046886,-88.048886,"Calhoun","IL","United States",NA,NA
"2718","Crawford, Illinois",-87.713383,41.539287,"street_address","rooftop","Crawford, Illinois",41.540287,41.538287,-87.712383,-87.714383,"Matteson","IL","United States","19252","Crawford Ave"
"2719","Jasper, Illinois",-88.31292,38.4272,"null","approximate","Jasper, Illinois",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2720","Jo Daviess, Illinois",-89.419636,42.423694,"street_address","rooftop","Jo Daviess, Illinois",42.424694,42.422694,-89.418636,-89.420636,"Davis","IL","United States","601","N Davis St"
"2721","Jennings, Indiana",-86.8179,39.43418,"null","approximate","Jennings, Indiana",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2722","Fulton, Indiana",-86.26278,40.94726,"locality","rooftop","Fulton, Indiana",40.94826,40.94626,-86.26178,-86.26378,"Fulton","IN","United States",NA,NA
"2723","Scott, Kansas",-96.778939,38.793016,"street_address","rooftop","Scott, Kansas",38.794016,38.792016,-96.777939,-96.779939,"White City","KS","United States","601","Skiddy Rd"
"2724","Catahoula, Louisiana",-91.709002,30.214643,"locality","rooftop","Catahoula, Louisiana",30.215643,30.213643,-91.708002,-91.710002,"Saint Martinville","LA","United States",NA,NA
"2725","Dodge, Minnesota",-92.86205,44.02259,"null","approximate","Dodge, Minnesota",44.1605949402,43.8892097473,-92.7188568115,-93.0384063721,NA,NA,"USA",NA,NA
"2726","Houston, Minnesota",-91.571198,43.781431,"locality","rooftop","Houston, Minnesota",43.782431,43.780431,-91.570198,-91.572198,"Houston","MN","United States",NA,NA
"2727","Jackson, Minnesota",-94.9886,43.62079,"locality","approximate","Jackson, Minnesota",43.6504058838,43.6077804565,-94.9699249268,-95.0220947266,"Jackson, MN, US",NA,"USA",NA,NA
"2728","Meeker, Minnesota",-94.52731,45.12312,"null","approximate","Meeker, Minnesota",45.3260993958,44.9067420959,-94.2434005737,-94.7287216187,NA,NA,"USA",NA,NA
"2729","Steele, Minnesota",-93.22604,44.02234,"null","approximate","Steele, Minnesota",44.2090339661,43.8304100037,-93.0417098999,-93.4380111694,NA,NA,"USA",NA,NA
"2730","Cooper, Missouri",-94.4995,40.20872,"null","approximate","Cooper, Missouri",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2731","Grundy, Missouri",-93.56534,40.11393,"null","approximate","Grundy, Missouri",40.1636581421,40.0329856873,-93.3860702515,-93.7294006348,NA,NA,"USA",NA,NA
"2732","Macon, Missouri",-92.451742,39.773979,"locality","rooftop","Macon, Missouri",39.774979,39.772979,-92.450742,-92.452742,"Macon","MO","United States",NA,NA
"2733","Schuyler, Missouri",-92.52094,40.47027,"null","approximate","Schuyler, Missouri",40.5735778809,40.3547859192,-92.5217895508,-92.5703735352,NA,NA,"USA",NA,NA
"2734","Shelby, Missouri",-93.01826,39.96863,"locality","approximate","Shelby, Missouri",NA,NA,NA,NA,"Shelby, MO, US",NA,"USA",NA,NA
"2735","Smith, Mississippi",-89.569791,31.757107,"locality","rooftop","Smith, Mississippi",31.758107,31.756107,-89.568791,-89.570791,"Collins","MS","United States",NA,NA
"2736","Webster, Mississippi",-88.98367,33.21763,"locality","approximate","Webster, Mississippi",NA,NA,NA,NA,"Webster, MS, US",NA,"USA",NA,NA
"2737","Cedar, Nebraska",-96.118634,40.725417,"street_address","rooftop","Cedar, Nebraska",40.726417,40.724417,-96.117634,-96.119634,"Otoe","NE","United States","101","Cedar St"
"2738","Fillmore, Nebraska",-97.081057,40.378691,"street_address","rooftop","Fillmore, Nebraska",40.379691,40.377691,-97.080057,-97.082057,"Swanton","NE","United States","101","Fillmore St"
"2739","Jefferson, Nebraska",-96.872749,40.001478,"street_address","rooftop","Jefferson, Nebraska",40.002478,40.000478,-96.871749,-96.873749,"Hanover","KS","United States","201","Jefferson St"
"2740","York, Nebraska",-97.597278,40.890132,"locality","rooftop","York, Nebraska",40.891132,40.889132,-97.596278,-97.598278,"York","NE","United States",NA,NA
"2741","Blaine, Nebraska",-97.459819,40.897932,"street_address","rooftop","Blaine, Nebraska",40.898932,40.896932,-97.458819,-97.460819,"Waco","NE","United States","101","Blaine St"
"2742","Burt, Nebraska",-95.604706,40.051707,"street_address","rooftop","Burt, Nebraska",40.052707,40.050707,-95.603706,-95.605706,"Falls City","NE","United States","701","Barada St"
"2743","Warren, North Carolina",-81.166979,35.265618,"street_address","rooftop","Warren, North Carolina",35.266618,35.264618,-81.165979,-81.167979,"Gastonia","NC","United States","1000","Warren St"
"2744","Pierce, North Dakota",-100.941527,47.085825,"locality","rooftop","Pierce, North Dakota",47.086825,47.084825,-100.940527,-100.942527,"Center","ND","United States",NA,NA
"2745","Clinton, Ohio",-81.571443,40.948706,"locality","rooftop","Clinton, Ohio",40.949706,40.947706,-81.570443,-81.572443,"Clinton","OH","United States",NA,NA
"2746","Putnam, Ohio",-84.13173,41.02208,"null","approximate","Putnam, Ohio",41.1677360535,40.8755569458,-83.8613204956,-84.3800964355,NA,NA,"USA",NA,NA
"2747","Juniata, Pennsylvania",-79.691706,39.996742,"locality","rooftop","Juniata, Pennsylvania",39.997742,39.995742,-79.690706,-79.692706,"Dunbar","PA","United States",NA,NA
"2748","Marshall, South Dakota",-97.5985,45.75867,"null","approximate","Marshall, South Dakota",45.9606819153,45.5966835022,-97.2290039062,-97.9381561279,NA,NA,"USA",NA,NA
"2749","Meade, South Dakota",-100.537764,45.655541,"street_address","rooftop","Meade, South Dakota",45.656541,45.654541,-100.536764,-100.538764,"Wakpala","SD","United States","201","Mato St"
"2750","Hancock, Tennessee",-86.456845,36.379598,"street_address","rooftop","Hancock, Tennessee",36.380598,36.378598,-86.455845,-86.457845,"Gallatin","TN","United States","200","Hancock St"
"2751","Sanpete, Utah",-111.57634,39.37396,"null","approximate","Sanpete, Utah",39.8446578979,39.0498085022,-111.235626221,-111.988273621,NA,NA,"USA",NA,NA
"2752","Powhatan, Virginia",-77.928759,37.541609,"locality","rooftop","Powhatan, Virginia",37.542609,37.540609,-77.927759,-77.929759,"Powhatan","VA","United States",NA,NA
"2753","Caledonia, Vermont",-72.10219,44.46472,"null","approximate","Caledonia, Vermont",44.7453613281,44.184173584,-71.8465042114,-72.3947296143,NA,NA,"USA",NA,NA
"2754","Menominee, Wisconsin",-89.867114,44.407322,"street_address","rooftop","Menominee, Wisconsin",44.408322,44.406322,-89.866114,-89.868114,"Wisconsin Rapids","WI","United States","4401","Menominee St"
"2755","Costilla, Colorado",-105.42827,37.2781,"null","approximate","Costilla, Colorado",37.607635498,36.9960403442,-105.13092041,-105.779373169,NA,NA,"USA",NA,NA
"2756","Huerfano, Colorado",-104.96058,37.68468,"null","approximate","Huerfano, Colorado",37.9622001648,37.2921295166,-104.452514648,-105.494865417,NA,NA,"USA",NA,NA
"2757","Hancock, Georgia",-83.00069,33.27043,"null","approximate","Hancock, Georgia",33.468044281,33.1930885315,-82.8005142212,-83.142326355,NA,NA,"USA",NA,NA
"2758","Long, Georgia",-84.890712,33.165585,"street_address","rooftop","Long, Georgia",33.166585,33.164585,-84.889712,-84.891712,"Hogansville","GA","United States","1263","Lone Oak Rd"
"2759","Telfair, Georgia",-82.93899,31.9298,"null","approximate","Telfair, Georgia",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2760","Union, Georgia",-84.629922,32.347371,"locality","rooftop","Union, Georgia",32.348371,32.346371,-84.628922,-84.630922,"Buena Vista","GA","United States",NA,NA
"2761","Carroll, Iowa",-95.330277,41.5786,"locality","rooftop","Carroll, Iowa",41.5796,41.5776,-95.329277,-95.331277,"Harlan","IA","United States",NA,NA
"2762","Cass, Iowa",-94.63859,41.501529,"street_address","rooftop","Cass, Iowa",41.502529,41.500529,-94.63759,-94.63959,"Adair","IA","United States","101","Cass St"
"2763","Clayton, Iowa",-94.72887,42.05554,"locality","rooftop","Clayton, Iowa",42.05654,42.05454,-94.72787,-94.72987,"Glidden","IA","United States",NA,NA
"2764","Adams, Idaho",-116.45387,44.88965,"null","approximate","Adams, Idaho",45.2797775269,44.493473053,-116.097503662,-116.898635864,NA,NA,"USA",NA,NA
"2765","Jay, Indiana",-85.00564,40.43792,"null","approximate","Jay, Indiana",40.610042572,40.32396698,-84.818572998,-85.2112579346,NA,NA,"USA",NA,NA
"2766","Switzerland, Indiana",-85.650942,40.55975,"street_address","rooftop","Switzerland, Indiana",40.56075,40.55875,-85.649942,-85.651942,"Marion","IN","United States","201","Sweetser St"
"2767","Logan, Kansas",-99.568879,39.664328,"locality","rooftop","Logan, Kansas",39.665328,39.663328,-99.567879,-99.569879,"Logan","KS","United States",NA,NA
"2768","Mitchell, Kansas",-98.099778,38.383899,"locality","rooftop","Mitchell, Kansas",38.384899,38.382899,-98.098778,-98.100778,"Lyons","KS","United States",NA,NA
"2769","Sibley, Minnesota",-94.1902,44.49988,"null","approximate","Sibley, Minnesota",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2770","Mississippi, Missouri",-89.20603,36.81949,"null","approximate","Mississippi, Missouri",NA,NA,NA,NA,NA,NA,"USA",NA,NA
"2771","Reynolds, Missouri",-91.07346,37.40088,"locality","rooftop","Reynolds, Missouri",37.40188,37.39988,-91.07246,-91.07446,"Reynolds","MO","United States",NA,NA
"2772","Taney, Missouri",-92.190032,37.140777,"street_address","rooftop","Taney, Missouri",37.141777,37.139777,-92.189032,-92.191032,"Mountain Grove","MO","United States","11301","Dunn Rd"
"2773","Choctaw, Mississippi",-90.813153,33.557893,"locality","rooftop","Choctaw, Mississippi",33.558893,33.556893,-90.812153,-90.814153,"Shaw","MS","United States",NA,NA
"2774","Greene, Mississippi",-88.626825,34.079644,"street_address","rooftop","Greene, Mississippi",34.080644,34.078644,-88.625825,-88.627825,"Nettleton","MS","United States","100","Green Ave"
"2775","Broadwater, Montana",-112.08667,46.60355,"locality","approximate","Broadwater, Montana",46.6231384277,46.5894012451,-112.050849915,-112.090148926,"Broadwater, MT, US",NA,"USA",NA,NA
"2776","Cheyenne, Nebraska",-95.907718,40.707742,"locality","rooftop","Cheyenne, Nebraska",40.708742,40.706742,-95.906718,-95.908718,"Nebraska City","NE","United States",NA,NA
